mal_id,Title,English Title,Japanese Title,Episodes,Release Year,Status,Air Date,Genres,Themes,Demographics,Studio,Producers,Synopsis,Rating,Voters,Popularity,Rank,Members,Favorites,Content Rating,Source,Duration,URL,Image URL
813,Dragon Ball Z,Dragon Ball Z,ドラゴンボールZ,291,1989,Finished Airing,"Apr 26, 1989 to Jan 31, 1996","Action, Adventure, Comedy, Fantasy",Martial Arts,Shounen,Toei Animation,Fuji TV,"Five years after winning the World Martial Arts tournament, Gokuu is now living a peaceful life with his wife and son. This changes, however, with the arrival of a mysterious enemy named Raditz who presents himself as Gokuu's long-lost brother. He reveals that Gokuu is a descendant of the once powerful but now virtually extinct Saiyan race, whose homeworld was annihilated. When he was sent to Earth as a baby, Gokuu's sole purpose was to conquer and destroy the planet; but after suffering amnesia from a head injury, his violent and savage nature changed, and instead was raised as a kind and well-mannered boy, now fighting to protect others.

With his failed attempt at forcibly recruiting Gokuu as an ally, Raditz warns Gokuu's friends of a new threat that's rapidly approaching Earth—one that could plunge Earth into an intergalactic conflict and cause the heavens themselves to shake. A war will soon be fought over the seven mystical Dragon Balls, magic objects that can grant any wish. Only the strongest will survive.

[Written by MAL Rewrite]",8.2,898264,116,424.0,1312830,41732,PG-13 - Teens 13 or older,Manga,24 min per ep,https://myanimelist.net/anime/813/Dragon_Ball_Z,https://cdn.myanimelist.net/images/anime/1277/142022l.jpg
32935,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Haikyu!! 3rd Season,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,10,2016,Finished Airing,"Oct 8, 2016 to Dec 10, 2016",Sports,"School, Team Sports",Shounen,Production I.G,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha","After the victory against Aoba Jousai High, Karasuno High School, once called “a fallen powerhouse, a crow that can’t fly,” has finally reached the climax of the heated Spring tournament. Now, to advance to nationals, the Karasuno team has to defeat the powerhouse Shiratorizawa Academy. Karasuno’s greatest hurdle is their adversary’s ace, Wakatoshi Ushijima, the number one player in the Miyagi Prefecture, and one of the country’s top three aces.

Only the strongest team will make it to the national tournament. Since this match is the third-year players’ last chance to qualify for nationals, Karasuno has to use everything they learned during the training camp and prior matches to attain victory. Filled with restlessness and excitement, both teams are determined to come out on top in the third season of Haikyuu!!.

[Written by MAL Rewrite]",8.77,865035,117,42.0,1312051,15936,PG-13 - Teens 13 or older,Manga,24 min per ep,https://myanimelist.net/anime/32935/Haikyuu_Karasuno_Koukou_vs_Shiratorizawa_Gakuen_Koukou,https://cdn.myanimelist.net/images/anime/7/81992l.jpg
6880,Deadman Wonderland,Deadman Wonderland,デッドマン・ワンダーランド,12,2011,Finished Airing,"Apr 17, 2011 to Jul 3, 2011","Action, Sci-Fi, Supernatural, Suspense","Gore, High Stakes Game, Survival",Shounen,Manglobe,"Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, AMG MUSIC","It looked like it would be a normal day for Ganta Igarashi and his classmates—they were preparing to go on a class field trip to a certain prison amusement park called Deadman Wonderland, where the convicts perform dangerous acts for the onlookers' amusement. However, Ganta's life is quickly turned upside down when his whole class gets massacred by a mysterious man in red. Framed for the incident and sentenced to death, Ganta is sent to the very jail he was supposed to visit. 

But Ganta's nightmare is only just beginning. 

The young protagonist is thrown into a world of sadistic inmates and enigmatic powers, to live in constant fear of the lethal collar placed around his neck that is slowed only by winning in the prison's deathly games. Ganta must bet his life to survive in a ruthless place where it isn't always easy to tell friend from foe, all while trying to find the mysterious ""Red Man"" and clear his name, in Deadman Wonderland.

[Written by MAL Rewrite]",7.13,714926,118,3942.0,1308074,7104,R - 17+ (violence & profanity),Manga,24 min per ep,https://myanimelist.net/anime/6880/Deadman_Wonderland,https://cdn.myanimelist.net/images/anime/9/75299l.jpg
19,Monster,Monster,モンスター,74,2004,Finished Airing,"Apr 7, 2004 to Sep 28, 2005","Drama, Mystery, Suspense","Adult Cast, Psychological",Seinen,Madhouse,"VAP, Nippon Television Network, Arts Pro","Dr. Kenzou Tenma, an elite neurosurgeon recently engaged to his hospital director's daughter, is well on his way to ascending the hospital hierarchy. That is until one night, a seemingly small event changes Dr. Tenma's life forever. While preparing to perform surgery on someone, he gets a call from the hospital director telling him to switch patients and instead perform life-saving brain surgery on a famous performer. His fellow doctors, fiancée, and the hospital director applaud his accomplishment; but because of the switch, a poor immigrant worker is dead, causing Dr. Tenma to have a crisis of conscience.

So when a similar situation arises, Dr. Tenma stands his ground and chooses to perform surgery on the young boy Johan Liebert instead of the town's mayor. Unfortunately, this choice leads to serious ramifications for Dr. Tenma—losing his social standing being one of them. However, with the mysterious death of the director and two other doctors, Dr. Tenma's position is restored. With no evidence to convict him, he is released and goes on to attain the position of hospital director. 

Nine years later when Dr. Tenma saves the life of a criminal, his past comes back to haunt him—once again, he comes face to face with the monster he operated on. He must now embark on a quest of pursuit to make amends for the havoc spread by the one he saved.

[Written by MAL Rewrite]",8.89,498734,119,25.0,1299142,60861,R+ - Mild Nudity,Manga,24 min per ep,https://myanimelist.net/anime/19/Monster,https://cdn.myanimelist.net/images/anime/10/18793l.jpg
11771,Kuroko no Basket,Kuroko's Basketball,黒子のバスケ,25,2012,Finished Airing,"Apr 8, 2012 to Sep 22, 2012",Sports,"School, Team Sports",Shounen,Production I.G,"Bandai Visual, Lantis, Nihon Ad Systems, Mainichi Broadcasting System, Banpresto, Shueisha, BS11","For the last three years, Teikou Middle School has dominated the national basketball scene with its legendary lineup: the ""Generation of Miracles."" It consisted of five prodigies who excelled at the sport, but a ""Phantom Sixth Man"" lurked in the shadows and helped earn the team their revered status. Eventually, their monstrous growth jaded them from the sport they loved and made them go their separate ways in high school.

In search of new members, the Seirin High School basketball team recruits Taiga Kagami and Tetsuya Kuroko, two freshmen who seem to have significant differences in abilities. Having returned recently from America, Kagami has both a natural aptitude and relentless love for the sport. Meanwhile, Kuroko lacks presence and exhibits no outstanding athletic talent. However, it is later revealed that he is Teikou's Phantom Sixth Man—the player once part of the Generation of Miracles.

Kuroko wants to prove to the Seirin team that he is strong in his own way. Seeing his conviction, Kagami forms a dynamic partnership with Kuroko, the latter promising to support Kagami's ""light"" as his ""shadow."" Alongside their new Seirin teammates, they aim to conquer the upcoming Interhigh championship, but the reappearance of Kuroko's former teammates complicates their plan.

[Written by MAL Rewrite]",8.04,764727,120,660.0,1298508,21661,PG-13 - Teens 13 or older,Manga,24 min per ep,https://myanimelist.net/anime/11771/Kuroko_no_Basket,https://cdn.myanimelist.net/images/anime/11/50453l.jpg
36511,Tokyo Ghoul:re,Tokyo Ghoul:re,東京喰種トーキョーグール：re,12,2018,Finished Airing,"Apr 3, 2018 to Jun 19, 2018","Action, Fantasy, Horror, Suspense","Gore, Psychological, Urban Fantasy",Seinen,Studio Pierrot,"Marvelous Entertainment, Pierrot Plus, TC Entertainment","Two years have passed since the CCG's raid on Anteiku. Although the atmosphere in Tokyo has changed drastically due to the increased influence of the CCG, ghouls continue to pose a problem as they have begun taking caution, especially the terrorist organization Aogiri Tree, who acknowledge the CCG's growing threat to their existence.

The creation of a special team, known as the Quinx Squad, may provide the CCG with the push they need to exterminate Tokyo's unwanted residents. As humans who have undergone surgery in order to make use of the special abilities of ghouls, they participate in operations to eradicate the dangerous creatures. The leader of this group, Haise Sasaki, is a half-ghoul, half-human who has been trained by famed special class investigator, Kishou Arima. However, there's more to this young man than meets the eye, as unknown memories claw at his mind, slowly reminding him of the person he used to be.

[Written by MAL Rewrite]",6.37,764929,121,8242.0,1289061,4085,R - 17+ (violence & profanity),Manga,24 min per ep,https://myanimelist.net/anime/36511/Tokyo_Ghoul_re,https://cdn.myanimelist.net/images/anime/1063/95086l.jpg
48736,Sono Bisque Doll wa Koi wo Suru,My Dress-Up Darling,その着せ替え人形は恋をする,12,2022,Finished Airing,"Jan 9, 2022 to Mar 27, 2022",Romance,"Otaku Culture, School",Seinen,CloverWorks,"Aniplex, Square Enix, Movic, Studio Mausu, Tokyo MX, BS11","High school student Wakana Gojou spends his days perfecting the art of making hina dolls, hoping to eventually reach his grandfather's level of expertise. While his fellow teenagers busy themselves with pop culture, Gojou finds bliss in sewing clothes for his dolls. Nonetheless, he goes to great lengths to keep his unique hobby a secret, as he believes that he would be ridiculed were it revealed. 

Enter Marin Kitagawa, an extraordinarily pretty girl whose confidence and poise are in stark contrast to Gojou's meekness. It would defy common sense for the friendless Gojou to mix with the likes of Kitagawa, who is always surrounded by her peers. However, the unimaginable happens when Kitagawa discovers Gojou's prowess with a sewing machine and brightly confesses to him about her own hobby: cosplay. Because her sewing skills are pitiable, she decides to enlist his help.

As Gojou and Kitagawa work together on one cosplay outfit after another, they cannot help but grow close—even though their lives are worlds apart.

[Written by MAL Rewrite]",8.14,786271,122,509.0,1285625,23229,PG-13 - Teens 13 or older,Manga,23 min per ep,https://myanimelist.net/anime/48736/Sono_Bisque_Doll_wa_Koi_wo_Suru,https://cdn.myanimelist.net/images/anime/1179/119897l.jpg
4181,Clannad: After Story,Clannad: After Story,CLANNAD〜AFTER STORY〜 クラナド アフターストーリー,24,2008,Finished Airing,"Oct 3, 2008 to Mar 27, 2009","Drama, Romance",N/A,N/A,Kyoto Animation,"Pony Canyon, TBS, Rakuonsha, Animation Do","Tomoya Okazaki and Nagisa Furukawa have graduated from high school, and together, they experience the emotional rollercoaster of growing up. Unable to decide on a course for his future, Tomoya learns the value of a strong work ethic and discovers the strength of Nagisa's support. Through the couple's dedication and unity of purpose, they push forward to confront their personal problems, deepen their old relationships, and create new bonds.

Time also moves on in the Illusionary World. As the plains grow cold with the approach of winter, the Illusionary Girl and the Garbage Doll are presented with a difficult situation that reveals the World's true purpose.

[Written by MAL Rewrite]",8.93,694661,123,18.0,1273077,73347,PG-13 - Teens 13 or older,Visual novel,24 min per ep,https://myanimelist.net/anime/4181/Clannad__After_Story,https://cdn.myanimelist.net/images/anime/1299/110774l.jpg
10793,Guilty Crown,Guilty Crown,ギルティクラウン,22,2011,Finished Airing,"Oct 14, 2011 to Mar 23, 2012","Drama, Sci-Fi","Mecha, Super Power",N/A,Production I.G,"Aniplex, Dentsu, Movic, Fuji TV, Fujipacific Music, 1IN","On December 24, 2029—the day colloquially known as the ""Lost Christmas""—the Apocalypse Virus spread across Japan, bringing death to its citizens and plunging the country into utter chaos. In an effort to establish order, the United Nations sends the GHQ to assist with the crisis by containing the outbreak while removing all political autonomy in the process. A decade later, the country still lives under their control, unable to break free from their draconian rule.

Frustrated with the state of the nation, a resistance group named the Funeral Parlor aims to liberate Japan from the GHQ. Led by the charismatic Gai Tsutsugami, the group plots to steal a vial containing the ""Void Genome"" to further their goals. The vial falls into the hands of internet vocalist Inori Yuzuriha, who ends up being hunted by the GHQ's Anti-Bodies forces. Having nowhere to go, she seeks refuge in a warehouse where she meets Shuu Ouma—a socially awkward high school student who is a huge fan of her music.

Shuu gets dragged into the conflict the moment he rescues Inori, and the Void Genome shatters in his hand, granting him the ""Power of the Kings."" While learning how to control his grand new ability, Shuu must now fight to liberate Japan from its cruel oppressors.

[Written by MAL Rewrite]",7.39,660466,124,2561.0,1271176,17149,R - 17+ (violence & profanity),Original,24 min per ep,https://myanimelist.net/anime/10793/Guilty_Crown,https://cdn.myanimelist.net/images/anime/1566/133912l.jpg
23283,Zankyou no Terror,Terror in Resonance,残響のテロル,11,2014,Finished Airing,"Jul 11, 2014 to Sep 26, 2014","Mystery, Suspense","Detective, Psychological",N/A,MAPPA,"Aniplex, Dentsu, Fuji TV, Tohokushinsha Film Corporation, Kyoraku Industrial Holdings","Painted in red, the word ""VON"" is all that is left behind after a terrorist attack on a nuclear facility in Japan. The government is shattered by their inability to act, and the police are left frantically searching for ways to crack down the perpetrators. The public are clueless—until, six months later, a strange video makes its way onto the internet. In it, two teenage boys who identify themselves only as ""Sphinx"" directly challenge the police, threatening to cause destruction and mayhem across Tokyo. Unable to stop the mass panic quickly spreading through the city and desperate for any leads in their investigation, the police struggle to act effectively against these terrorists, with Detective Kenjirou Shibazaki caught in the middle of it all.

Zankyou no Terror tells the story of Nine and Twelve, the two boys behind the masked figures of Sphinx. They should not exist, yet they stand strong in a world of deception and secrets while they make the city fall around them, all in the hopes of burying their own tragic truth.

[Written by MAL Rewrite]",8.08,663828,125,600.0,1266048,23275,R - 17+ (violence & profanity),Original,22 min per ep,https://myanimelist.net/anime/23283/Zankyou_no_Terror,https://cdn.myanimelist.net/images/anime/1417/117422l.jpg
4898,Kuroshitsuji,Black Butler,黒執事,24,2008,Finished Airing,"Oct 3, 2008 to Mar 27, 2009","Action, Mystery, Supernatural","Historical, Mythology",Shounen,A-1 Pictures,"Aniplex, Square Enix, Yomiko Advertising, Mainichi Broadcasting System, Movic, Trinity Sound, Hakuhodo DY Media Partners","Young Ciel Phantomhive is known as ""the Queen's Guard Dog,"" taking care of the many unsettling events that occur in Victorian England for Her Majesty. Aided by Sebastian Michaelis, his loyal butler with seemingly inhuman abilities, Ciel uses whatever means necessary to get the job done. But is there more to this black-clad butler than meets the eye?

In Ciel's past lies a secret tragedy that enveloped him in perennial darkness—during one of his bleakest moments, he formed a contract with Sebastian, a demon, bargaining his soul in exchange for vengeance upon those who wronged him. Today, not only is Sebastian one hell of a butler, but he is also the perfect servant to carry out his master's orders—all the while anticipating the delicious meal he will eventually make of Ciel's soul. As the two work to unravel the mystery behind Ciel's chain of misfortunes, a bond forms between them that neither heaven nor hell can tear apart.

[Written by MAL Rewrite]",7.65,642759,126,1520.0,1263200,23582,R - 17+ (violence & profanity),Manga,24 min per ep,https://myanimelist.net/anime/4898/Kuroshitsuji,https://cdn.myanimelist.net/images/anime/1467/137783l.jpg
35120,Devilman: Crybaby,Devilman: Crybaby,DEVILMAN crybaby,10,2018,Finished Airing,"Jan 5, 2018","Action, Avant Garde, Horror, Supernatural","Gore, Mythology",Shounen,Science SARU,"Aniplex, Dynamic Planning, Netflix","Devils cannot take form without a living host. However, if the will of an individual is strong enough, they can overcome the demon and make its power their own, becoming a Devilman.

Weak and unassuming, Akira Fudou has always had a bleeding heart. So when his childhood friend Ryou Asuka asks for his help in uncovering devils, Akira accepts without hesitation. However, to Akira's surprise, the place they go to is Sabbath: an immoral party of debauchery and degeneracy. Amidst bloodshed and death, demons possess the partiers, turning their bodies into grotesque monsters, and begin wreaking havoc. In a reckless attempt to save his best friend, Akira unwittingly merges with the devil Amon and becomes a Devilman, gaining the power to defeat the remaining demons.

Though it grants him great power, this new partnership awakens an insatiable and primeval part of Akira. Having the body of a devil but the same crybaby heart, Akira works alongside Ryou, destroying those that harm humanity and his loved ones.

[Written by MAL Rewrite]",7.74,757141,127,1254.0,1260668,25852,R+ - Mild Nudity,Manga,24 min per ep,https://myanimelist.net/anime/35120/Devilman__Crybaby,https://cdn.myanimelist.net/images/anime/2/89973l.jpg
39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Re:ZERO -Starting Life in Another World- Season 2,Re：ゼロから始める異世界生活 2,13,2020,Finished Airing,"Jul 8, 2020 to Sep 30, 2020","Drama, Fantasy, Suspense","Isekai, Psychological, Time Travel",N/A,White Fox,"AT-X, Memory-Tech, Hakuhodo DY Music & Pictures, Kadokawa Media House, Kadokawa","A reunion that was supposed to spell the arrival of peaceful times is quickly shattered when Subaru Natsuki and Emilia return to Irlam village. Witnessing the devastation left behind by the calamities known as Sin Archbishops, Subaru sinks into the depths of despair as his ability to redo proves futile.

As the group makes their way to the Sanctuary in search of answers, Subaru has an unexpected encounter with the Witch of Greed—Echidna. Subjected to her untamed rhythm, he is forced to dive into the spirals of the past and future. At the same time, several mysterious threats set their sights on the Sanctuary, heralding a horrific fate for the hapless people trapped within.

Everlasting contracts, past sins, and unrequited love will clash and submerge into a river of blood in the second season of Re:Zero kara Hajimeru Isekai Seikatsu. Pushed to the brink of hopelessness, how long will Subaru's resolve to save his loved ones last?

[Written by MAL Rewrite]",8.33,741191,128,280.0,1256699,12394,R - 17+ (violence & profanity),Light novel,26 min per ep,https://myanimelist.net/anime/39587/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season,https://cdn.myanimelist.net/images/anime/1444/108005l.jpg
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,JoJo's Bizarre Adventure: Diamond Is Unbreakable,ジョジョの奇妙な冒険 ダイヤモンドは砕けない,39,2016,Finished Airing,"Apr 2, 2016 to Dec 24, 2016","Action, Adventure",Super Power,Shounen,David Production,"Warner Bros. Japan, KlockWorx, Medicos Entertainment, Shueisha","The year is 1999. Morioh, a normally quiet and peaceful town, has recently become a hotbed of strange activity. Joutarou Kuujou, now a marine biologist, heads to the mysterious town to meet Jousuke Higashikata. While the two may seem like strangers at first, Jousuke is actually the illegitimate child of Joutarou's grandfather, Joseph Joestar. When they meet, Joutarou realizes that he may have more in common with Jousuke than just a blood relation.

Along with the mild-mannered Kouichi Hirose and the boisterous Okuyasu Nijimura, the group dedicates themselves to investigating recent disappearances and other suspicious occurrences within Morioh. Aided by the power of Stands, the four men will encounter danger at every street corner, as it is up to them to unravel the town's secrets, before another occurs.

[Written by MAL Rewrite]",8.5,859905,129,160.0,1244960,43026,R - 17+ (violence & profanity),Manga,23 min per ep,https://myanimelist.net/anime/31933/JoJo_no_Kimyou_na_Bouken_Part_4__Diamond_wa_Kudakenai,https://cdn.myanimelist.net/images/anime/3/79156l.jpg
18897,Nisekoi,Nisekoi: False Love,ニセコイ,20,2014,Finished Airing,"Jan 11, 2014 to May 24, 2014","Comedy, Romance","Harem, School",Shounen,Shaft,"Aniplex, Mainichi Broadcasting System, Shueisha","Raku Ichijou, a first-year student at Bonyari High School, is the sole heir to an intimidating yakuza family. Ten years ago, Raku made a promise to his childhood friend. Now, all he has to go on is a pendant with a lock, which can only be unlocked with the key which the girl took with her when they parted.

Now, years later, Raku has grown into a typical teenager, and all he wants is to remain as uninvolved in his yakuza background as possible while spending his school days alongside his middle school crush Kosaki Onodera. However, when the American Bee Hive Gang invades his family's turf, Raku's idyllic romantic dreams are sent for a toss as he is dragged into a frustrating conflict: Raku is to pretend that he is in a romantic relationship with Chitoge Kirisaki, the beautiful daughter of the Bee Hive's chief, so as to reduce the friction between the two groups. Unfortunately, reality could not be farther from this whopping lie—Raku and Chitoge fall in hate at first sight, as the girl is convinced he is a pathetic pushover, and in Raku's eyes, Chitoge is about as attractive as a savage gorilla. 

Nisekoi follows the daily antics of this mismatched couple who have been forced to get along for the sake of maintaining the city's peace. With many more girls popping up his life, all involved with Raku's past somehow, his search for the girl who holds his heart and his promise leads him in more unexpected directions than he expects.

[Written by MAL Rewrite]",7.55,690050,130,1885.0,1235458,10995,PG-13 - Teens 13 or older,Manga,24 min per ep,https://myanimelist.net/anime/18897/Nisekoi,https://cdn.myanimelist.net/images/anime/13/75587l.jpg
18153,Kyoukai no Kanata,Beyond the Boundary,境界の彼方,12,2013,Finished Airing,"Oct 3, 2013 to Dec 19, 2013","Action, Supernatural",School,N/A,Kyoto Animation,"Lantis, Pony Canyon, TBS","Mirai Kuriyama is the sole survivor of a clan of Spirit World warriors with the power to employ their blood as weapons. As such, Mirai is tasked with hunting down and killing ""youmu""—creatures said to be the manifestation of negative human emotions. One day, while deep in thought on the school roof, Mirai comes across Akihito Kanbara, a rare half-breed of youmu in human form. In a panicked state, she plunges her blood saber into him only to realize that he's an immortal being. From then on, the two form an impromptu friendship that revolves around Mirai constantly trying to kill Akihito, in an effort to boost her own wavering confidence as a Spirit World warrior. Eventually, Akihito also manages to convince her to join the Literary Club, which houses two other powerful Spirit World warriors, Hiroomi and Mitsuki Nase.

As the group's bond strengthens, however, so does the tenacity of the youmu around them. Their misadventures will soon turn into a fight for survival as the inevitable release of the most powerful youmu, Beyond the Boundary, approaches.

[Written by MAL Rewrite]",7.71,576468,131,1340.0,1233988,12223,PG-13 - Teens 13 or older,Light novel,24 min per ep,https://myanimelist.net/anime/18153/Kyoukai_no_Kanata,https://cdn.myanimelist.net/images/anime/3/85468l.jpg
33255,Saiki Kusuo no Ψ-nan,The Disastrous Life of Saiki K.,斉木楠雄のΨ難,120,2016,Finished Airing,"Jul 4, 2016 to Dec 26, 2016",Comedy,"Gag Humor, School, Super Power",Shounen,"J.C.Staff, Egg Firm","TV Tokyo, Shogakukan-Shueisha Productions, Pony Canyon, Nippon Columbia, KlockWorx, Asmik Ace, Bandai Namco Entertainment, Shueisha, Toy's Factory, Dear Stage inc.","To the average person, psychic abilities might seem a blessing; for Kusuo Saiki, however, this could not be further from the truth. Gifted with a wide assortment of supernatural abilities ranging from telepathy to x-ray vision, he finds this so-called blessing to be nothing but a curse. As all the inconveniences his powers cause constantly pile up, all Kusuo aims for is an ordinary, hassle-free life—a life where ignorance is bliss.

Unfortunately, the life of a psychic is far from quiet. Though Kusuo tries to stay out of the spotlight by keeping his powers a secret from his classmates, he ends up inadvertently attracting the attention of many odd characters, such as the empty-headed Riki Nendou and the delusional Shun Kaidou. Forced to deal with the craziness of the people around him, Kusuo comes to learn that the ordinary life he has been striving for is a lot more difficult to achieve than expected.

[Written by MAL Rewrite]",8.41,688486,132,219.0,1232289,33361,PG-13 - Teens 13 or older,Manga,5 min per ep,https://myanimelist.net/anime/33255/Saiki_Kusuo_no_Ψ-nan,https://cdn.myanimelist.net/images/anime/1973/142750l.jpg
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders - Egypt-hen,JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,ジョジョの奇妙な冒険 スターダストクルセイダース エジプト編,24,2015,Finished Airing,"Jan 10, 2015 to Jun 20, 2015","Action, Adventure",Super Power,Shounen,David Production,"Yomiko Advertising, Warner Bros. Japan, KlockWorx, Medicos Entertainment, Shueisha","Joutarou Kuujou and his allies have finally made it to Egypt, where the immortal Dio awaits. Upon their arrival, the group gains a new comrade: Iggy, a mutt who wields the Stand ""The Fool."" It's not all good news however, as standing in their path is a new group of Stand users who serve Dio, each with a Stand representative of an ancient Egyptian god. As their final battle approaches, it is a race against time to break Joutarou's mother free from her curse and end Dio's reign of terror over the Joestar family once and for all.

[Written by MAL Rewrite]",8.44,868404,133,191.0,1226685,21921,R - 17+ (violence & profanity),Manga,23 min per ep,https://myanimelist.net/anime/26055/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders_-_Egypt-hen,https://cdn.myanimelist.net/images/anime/11/75045l.jpg
37349,Goblin Slayer,Goblin Slayer,ゴブリンスレイヤー,12,2018,Finished Airing,"Oct 7, 2018 to Dec 30, 2018","Action, Adventure, Fantasy",Gore,N/A,White Fox,"Sony Pictures Entertainment, Frontier Works, AT-X, SoftBank Creative, Bushiroad, Hakuhodo DY Music & Pictures, Good Smile Film, Artist Management Office","Goblins are known for their ferocity, cunning, and rapid reproduction, but their reputation as the lowliest of monsters causes their threat to be overlooked. Raiding rural civilizations to kidnap females of other species for breeding, these vile creatures are free to continue their onslaught as adventurers turn a blind eye in favor of more rewarding assignments with larger bounties.

To commemorate her first day as a Porcelain-ranked adventurer, the 15-year-old Priestess joins a band of young, enthusiastic rookies to investigate a tribe of goblins responsible for the disappearance of several village women. Unprepared and inexperienced, the group soon faces its inevitable demise from an ambush while exploring a cave. With no one else left standing, the terrified Priestess accepts her fate—until the Goblin Slayer unexpectedly appears to not only rescue her with little effort, but destroy the entire goblin nest. 

As a holder of the prestigious Silver rank, the Goblin Slayer allows her to accompany him as he assists the Adventurer's Guild in all goblin-related matters. Together with the Priestess, High Elf, Dwarf, and Lizardman, the armored warrior will not rest until every single goblin in the frontier lands has been eradicated for good.

[Written by MAL Rewrite]",7.42,725858,134,2421.0,1220811,7650,R - 17+ (violence & profanity),Light novel,23 min per ep,https://myanimelist.net/anime/37349/Goblin_Slayer,https://cdn.myanimelist.net/images/anime/1719/95621l.jpg
853,Ouran Koukou Host Club,Ouran High School Host Club,桜蘭高校ホスト部,26,2006,Finished Airing,"Apr 5, 2006 to Sep 27, 2006","Comedy, Romance","Crossdressing, Reverse Harem, School",Shoujo,Bones,"VAP, Hakusensha, Nippon Television Network, Fonishia","Haruhi Fujioka is a studious girl who has recently enrolled at the prestigious Ouran Academy. One day, while looking for a quiet and peaceful place to study, she stumbles across a seemingly unused music room. Upon entering, Haruhi is welcomed by the members of the well-known Host Club: a club in which attractive boys amuse girls from across the entire school. However, when Tamaki Suou—the founder and president of the club—startles the bright scholarship student, she accidentally breaks an expensive vase.

With repayment looking difficult for Haruhi, the Host Club members come up with the perfect solution to the girl's problem: work for the club and ultimately become a Host herself! Mistaken for a boy by her peers, Haruhi has to entertain various female students while coping with her fellow Hosts' extravagant personalities.

[Written by MAL Rewrite]",8.16,722602,135,488.0,1216373,36750,PG-13 - Teens 13 or older,Manga,23 min per ep,https://myanimelist.net/anime/853/Ouran_Koukou_Host_Club,https://cdn.myanimelist.net/images/anime/2/71992l.jpg
48561,Jujutsu Kaisen 0 Movie,Jujutsu Kaisen 0,劇場版 呪術廻戦 0,1,2021,Finished Airing,"Dec 24, 2021","Action, Supernatural",School,Shounen,MAPPA,"Mainichi Broadcasting System, TOHO animation, Shueisha, Sumzap","Violent misfortunes frequently occur around 16-year-old Yuuta Okkotsu, a timid victim of high school bullying. Yuuta is saddled with a monstrous curse, a power that dishes out brutal revenge against his bullies. Rika Orimoto, Yuuta's curse, is a shadow from his tragic childhood and a potentially lethal threat to anyone who dares wrong him.

Yuuta's unique situation catches the attention of Satoru Gojou, a powerful sorcerer who teaches at Tokyo Prefectural Jujutsu High School. Gojou sees immense potential in Yuuta, and he hopes to help the boy channel his deadly burden into a force for good. Yet Yuuta struggles to find his place among his talented classmates: the selectively mute Toge Inumaki, weapons expert Maki Zenin, and Panda.

Yuuta clumsily utilizes Rika on missions with the other first-year students, but the grisly aftermath of Rika's tremendous displays of power draws the interest of the calculating curse user Suguru Getou. As Getou strives to claim Rika's strength and use it to eliminate all non-jujutsu users from the world, Yuuta fights alongside his friends to stop the genocidal plot.

[Written by MAL Rewrite]",8.38,757732,136,236.0,1212784,11050,R - 17+ (violence & profanity),Manga,1 hr 44 min,https://myanimelist.net/anime/48561/Jujutsu_Kaisen_0_Movie,https://cdn.myanimelist.net/images/anime/1121/119044l.jpg
32282,Shokugeki no Souma: Ni no Sara,Food Wars! The Second Plate,食戟のソーマ 弍ノ皿,13,2016,Finished Airing,"Jul 2, 2016 to Sep 24, 2016","Gourmet, Ecchi",School,Shounen,J.C.Staff,"Dentsu, Lantis, Mainichi Broadcasting System, Warner Bros. Japan, KlockWorx, Showgate, Shueisha","The qualifiers of the Autumn Elections are now over, and only eight talented chefs remain. Now, they face off in one-on-one food wars, each with their own unique themes. Met with both new judges and new opponents all with their own specialties, Souma must stay on his toes if he hopes to make it to the top of both the Autumn Elections and Tootsuki Culinary Academy.

[Written by MAL Rewrite]",8.06,757879,137,624.0,1198432,3103,PG-13 - Teens 13 or older,Manga,24 min per ep,https://myanimelist.net/anime/32282/Shokugeki_no_Souma__Ni_no_Sara,https://cdn.myanimelist.net/images/anime/8/79353l.jpg
